"","Player","Runs","Mins","BF","4s","6s","SR","Inns","","Opposition","Ground","Start Date",""
"8001","MAK Pataudi (INDIA)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","29 Feb 1968",""
"8002","ML Jaisimha (INDIA)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","29 Feb 1968",""
"8003","CG Borde (INDIA)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","29 Feb 1968",""
"8004","BS Bedi (INDIA)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","29 Feb 1968",""
"8005","RG Nadkarni (INDIA)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","29 Feb 1968",""
"8006","V Subramanya (INDIA)","DNB","-","-","-","-","-","4","","v New Zealand","Wellington","29 Feb 1968",""
"8007","WW Hall (WI)","DNB","-","-","-","-","-","3","","v England","Bridgetown","29 Feb 1968",""
"8008","LR Gibbs (WI)","DNB","-","-","-","-","-","3","","v England","Bridgetown","29 Feb 1968",""
"8009","DAJ Holford (WI)","DNB","-","-","-","-","-","3","","v England","Bridgetown","29 Feb 1968",""
"8010","RG Nadkarni (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Auckland","7 Mar 1968",""
"8011","V Subramanya (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Auckland","7 Mar 1968",""
"8012","EAS Prasanna (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Auckland","7 Mar 1968",""
"8013","BS Bedi (INDIA)","DNB","-","-","-","-","-","3","","v New Zealand","Auckland","7 Mar 1968",""
"8014","LR Gibbs (WI)","DNB","-","-","-","-","-","1","","v England","Port of Spain","14 Mar 1968",""
"8015","CC Griffith (WI)","DNB","-","-","-","-","-","1","","v England","Port of Spain","14 Mar 1968",""
"8016","WV Rodriguez (WI)","DNB","-","-","-","-","-","3","","v England","Port of Spain","14 Mar 1968",""
"8017","CC Griffith (WI)","DNB","-","-","-","-","-","3","","v England","Port of Spain","14 Mar 1968",""
"8018","CH Lloyd (WI)","DNB","-","-","-","-","-","3","","v England","Port of Spain","14 Mar 1968",""
"8019","DL Murray (WI)","DNB","-","-","-","-","-","3","","v England","Port of Spain","14 Mar 1968",""
"8020","BF Butcher (WI)","DNB","-","-","-","-","-","3","","v England","Port of Spain","14 Mar 1968",""
"8021","LR Gibbs (WI)","DNB","-","-","-","-","-","3","","v England","Port of Spain","14 Mar 1968",""
"8022","GS Sobers (WI)","DNB","-","-","-","-","-","3","","v England","Port of Spain","14 Mar 1968",""
"8023","GAR Lock (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","14 Mar 1968",""
"8024","DJ Brown (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","14 Mar 1968",""
"8025","JA Snow (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","14 Mar 1968",""
"8026","IJ Jones (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","14 Mar 1968",""
"8027","KF Barrington (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","14 Mar 1968",""
"8028","APE Knott (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Port of Spain","14 Mar 1968",""
"8029","DJ Brown (ENG)","DNB","-","-","-","-","-","1","","v Australia","Lord's","20 Jun 1968",""
"8030","DL Underwood (ENG)","DNB","-","-","-","-","-","1","","v Australia","Lord's","20 Jun 1968",""
"8031","GD McKenzie (AUS)","DNB","-","-","-","-","-","3","","v England","Lord's","20 Jun 1968",""
"8032","JW Gleeson (AUS)","DNB","-","-","-","-","-","3","","v England","Lord's","20 Jun 1968",""
"8033","BN Jarman (AUS)","DNB","-","-","-","-","-","3","","v England","Lord's","20 Jun 1968",""
"8034","AN Connolly (AUS)","DNB","-","-","-","-","-","3","","v England","Lord's","20 Jun 1968",""
"8035","NJN Hawke (AUS)","DNB","-","-","-","-","-","3","","v England","Lord's","20 Jun 1968",""
"8036","JA Snow (ENG)","DNB","-","-","-","-","-","3","","v Australia","Birmingham","11 Jul 1968",""
"8037","R Illingworth (ENG)","DNB","-","-","-","-","-","3","","v Australia","Birmingham","11 Jul 1968",""
"8038","KF Barrington (ENG)","DNB","-","-","-","-","-","3","","v Australia","Birmingham","11 Jul 1968",""
"8039","MC Cowdrey (ENG)","DNB","-","-","-","-","-","3","","v Australia","Birmingham","11 Jul 1968",""
"8040","DL Underwood (ENG)","DNB","-","-","-","-","-","3","","v Australia","Birmingham","11 Jul 1968",""
"8041","DJ Brown (ENG)","DNB","-","-","-","-","-","3","","v Australia","Birmingham","11 Jul 1968",""
"8042","AN Connolly (AUS)","DNB","-","-","-","-","-","4","","v England","Birmingham","11 Jul 1968",""
"8043","EW Freeman (AUS)","DNB","-","-","-","-","-","4","","v England","Birmingham","11 Jul 1968",""
"8044","GD McKenzie (AUS)","DNB","-","-","-","-","-","4","","v England","Birmingham","11 Jul 1968",""
"8045","AP Sheahan (AUS)","DNB","-","-","-","-","-","4","","v England","Birmingham","11 Jul 1968",""
"8046","WM Lawry (AUS)","DNB","-","-","-","-","-","4","","v England","Birmingham","11 Jul 1968",""
"8047","JW Gleeson (AUS)","DNB","-","-","-","-","-","4","","v England","Birmingham","11 Jul 1968",""
"8048","HB Taber (AUS)","DNB","-","-","-","-","-","4","","v England","Birmingham","11 Jul 1968",""
"8049","KD Walters (AUS)","DNB","-","-","-","-","-","4","","v England","Birmingham","11 Jul 1968",""
"8050","APE Knott (ENG)","DNB","-","-","-","-","-","4","","v Australia","Leeds","25 Jul 1968",""
"8051","DL Underwood (ENG)","DNB","-","-","-","-","-","4","","v Australia","Leeds","25 Jul 1968",""
"8052","DJ Brown (ENG)","DNB","-","-","-","-","-","4","","v Australia","Leeds","25 Jul 1968",""
"8053","JA Snow (ENG)","DNB","-","-","-","-","-","4","","v Australia","Leeds","25 Jul 1968",""
"8054","R Illingworth (ENG)","DNB","-","-","-","-","-","4","","v Australia","Leeds","25 Jul 1968",""
"8055","KD Walters (AUS)","DNB","-","-","-","-","-","4","","v West Indies","Sydney","3 Jan 1969",""
"8056","IM Chappell (AUS)","DNB","-","-","-","-","-","4","","v West Indies","Sydney","3 Jan 1969",""
"8057","IR Redpath (AUS)","DNB","-","-","-","-","-","4","","v West Indies","Sydney","3 Jan 1969",""
"8058","AN Connolly (AUS)","DNB","-","-","-","-","-","4","","v West Indies","Sydney","3 Jan 1969",""
"8059","EW Freeman (AUS)","DNB","-","-","-","-","-","4","","v West Indies","Sydney","3 Jan 1969",""
"8060","GD McKenzie (AUS)","DNB","-","-","-","-","-","4","","v West Indies","Sydney","3 Jan 1969",""
"8061","WM Lawry (AUS)","DNB","-","-","-","-","-","4","","v West Indies","Sydney","3 Jan 1969",""
"8062","BN Jarman (AUS)","DNB","-","-","-","-","-","4","","v West Indies","Sydney","3 Jan 1969",""
"8063","JW Gleeson (AUS)","DNB","-","-","-","-","-","4","","v West Indies","Sydney","3 Jan 1969",""
"8064","AN Connolly (AUS)","DNB","-","-","-","-","-","3","","v West Indies","Sydney","14 Feb 1969",""
"8065","RMH Cottam (ENG)","DNB","-","-","-","-","-","3","","v Pakistan","Lahore","21 Feb 1969",""
"8066","Wasim Bari (PAK)","DNB","-","-","-","-","-","4","","v England","Lahore","21 Feb 1969",""
"8067","Intikhab Alam (PAK)","DNB","-","-","-","-","-","4","","v England","Lahore","21 Feb 1969",""
"8068","Shafqat Rana (PAK)","DNB","-","-","-","-","-","4","","v England","Lahore","21 Feb 1969",""
"8069","Asif Masood (PAK)","DNB","-","-","-","-","-","4","","v England","Lahore","21 Feb 1969",""
"8070","BD Milburn (NZ)","DNB","-","-","-","-","-","3","","v West Indies","Auckland","27 Feb 1969",""
"8071","JL Hendriks (WI)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","27 Feb 1969",""
"8072","WW Hall (WI)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","27 Feb 1969",""
"8073","RM Edwards (WI)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","27 Feb 1969",""
"8074","LR Gibbs (WI)","DNB","-","-","-","-","-","4","","v New Zealand","Auckland","27 Feb 1969",""
"8075","Niaz Ahmed (PAK)","DNB","-","-","-","-","-","3","","v England","Dhaka","28 Feb 1969",""
"8076","Wasim Bari (PAK)","DNB","-","-","-","-","-","3","","v England","Dhaka","28 Feb 1969",""
"8077","Pervez Sajjad (PAK)","DNB","-","-","-","-","-","3","","v England","Dhaka","28 Feb 1969",""
"8078","DL Underwood (ENG)","DNB","-","-","-","-","-","4","","v Pakistan","Dhaka","28 Feb 1969",""
"8079","BL D'Oliveira (ENG)","DNB","-","-","-","-","-","4","","v Pakistan","Dhaka","28 Feb 1969",""
"8080","DJ Brown (ENG)","DNB","-","-","-","-","-","4","","v Pakistan","Dhaka","28 Feb 1969",""
"8081","JA Snow (ENG)","DNB","-","-","-","-","-","4","","v Pakistan","Dhaka","28 Feb 1969",""
"8082","RMH Cottam (ENG)","DNB","-","-","-","-","-","4","","v Pakistan","Dhaka","28 Feb 1969",""
"8083","MC Cowdrey (ENG)","DNB","-","-","-","-","-","4","","v Pakistan","Dhaka","28 Feb 1969",""
"8084","KWR Fletcher (ENG)","DNB","-","-","-","-","-","4","","v Pakistan","Dhaka","28 Feb 1969",""
"8085","TW Graveney (ENG)","DNB","-","-","-","-","-","4","","v Pakistan","Dhaka","28 Feb 1969",""
"8086","APE Knott (ENG)","DNB","-","-","-","-","-","4","","v Pakistan","Dhaka","28 Feb 1969",""
"8087","Shafqat Rana (PAK)","TDNB","-","-","-","-","-","-","","v England","Karachi","6 Mar 1969",""
"8088","Asif Iqbal (PAK)","TDNB","-","-","-","-","-","-","","v England","Karachi","6 Mar 1969",""
"8089","Mushtaq Mohammad (PAK)","TDNB","-","-","-","-","-","-","","v England","Karachi","6 Mar 1969",""
"8090","Asif Masood (PAK)","TDNB","-","-","-","-","-","-","","v England","Karachi","6 Mar 1969",""
"8091","Hanif Mohammad (PAK)","TDNB","-","-","-","-","-","-","","v England","Karachi","6 Mar 1969",""
"8092","Wasim Bari (PAK)","TDNB","-","-","-","-","-","-","","v England","Karachi","6 Mar 1969",""
"8093","Majid Khan (PAK)","TDNB","-","-","-","-","-","-","","v England","Karachi","6 Mar 1969",""
"8094","Intikhab Alam (PAK)","TDNB","-","-","-","-","-","-","","v England","Karachi","6 Mar 1969",""
"8095","Sarfraz Nawaz (PAK)","TDNB","-","-","-","-","-","-","","v England","Karachi","6 Mar 1969",""
"8096","Saeed Ahmed (PAK)","TDNB","-","-","-","-","-","-","","v England","Karachi","6 Mar 1969",""
"8097","Aftab Gul (PAK)","TDNB","-","-","-","-","-","-","","v England","Karachi","6 Mar 1969",""
"8098","RNS Hobbs (ENG)","DNB","-","-","-","-","-","1","","v Pakistan","Karachi","6 Mar 1969",""
"8099","DL Underwood (ENG)","DNB","-","-","-","-","-","1","","v Pakistan","Karachi","6 Mar 1969",""
"8100","RC Motz (NZ)","DNB","-","-","-","-","-","4","","v West Indies","Wellington","7 Mar 1969",""
"8101","BR Taylor (NZ)","DNB","-","-","-","-","-","4","","v West Indies","Wellington","7 Mar 1969",""
"8102","V Pollard (NZ)","DNB","-","-","-","-","-","4","","v West Indies","Wellington","7 Mar 1969",""
"8103","RS Cunis (NZ)","DNB","-","-","-","-","-","4","","v West Indies","Wellington","7 Mar 1969",""
"8104","BD Milburn (NZ)","DNB","-","-","-","-","-","4","","v West Indies","Wellington","7 Mar 1969",""
"8105","RS Cunis (NZ)","DNB","-","-","-","-","-","3","","v West Indies","Christchurch","13 Mar 1969",""
"8106","BD Milburn (NZ)","DNB","-","-","-","-","-","3","","v West Indies","Christchurch","13 Mar 1969",""
"8107","RC Motz (NZ)","DNB","-","-","-","-","-","3","","v West Indies","Christchurch","13 Mar 1969",""
"8108","R Illingworth (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Jun 1969",""
"8109","DL Underwood (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Jun 1969",""
"8110","TW Graveney (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Jun 1969",""
"8111","BL D'Oliveira (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Jun 1969",""
"8112","DJ Brown (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Jun 1969",""
"8113","JA Snow (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Jun 1969",""
"8114","PJ Sharpe (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Jun 1969",""
"8115","BR Knight (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Jun 1969",""
"8116","APE Knott (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Manchester","12 Jun 1969",""
"8117","GC Shillingford (WI)","DNB","-","-","-","-","-","3","","v England","Lord's","26 Jun 1969",""
"8118","DJ Brown (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Lord's","26 Jun 1969",""
"8119","JA Snow (ENG)","DNB","-","-","-","-","-","4","","v West Indies","Lord's","26 Jun 1969",""
"8120","JN Shepherd (WI)","absent","-","-","-","-","-","2","","v England","Leeds","10 Jul 1969",""
"8121","A Ward (ENG)","DNB","-","-","-","-","-","2","","v New Zealand","Nottingham","7 Aug 1969",""
"8122","KJ Wadsworth (NZ)","DNB","-","-","-","-","-","3","","v England","Nottingham","7 Aug 1969",""
"8123","RO Collinge (NZ)","DNB","-","-","-","-","-","3","","v England","Nottingham","7 Aug 1969",""
"8124","HJ Howarth (NZ)","DNB","-","-","-","-","-","3","","v England","Nottingham","7 Aug 1969",""
"8125","DR Hadlee (NZ)","DNB","-","-","-","-","-","3","","v England","Nottingham","7 Aug 1969",""
"8126","RC Motz (NZ)","DNB","-","-","-","-","-","3","","v England","Nottingham","7 Aug 1969",""
"8127","BF Hastings (NZ)","DNB","-","-","-","-","-","3","","v England","Nottingham","7 Aug 1969",""
"8128","MG Burgess (NZ)","DNB","-","-","-","-","-","3","","v England","Nottingham","7 Aug 1969",""
"8129","V Pollard (NZ)","DNB","-","-","-","-","-","3","","v England","Nottingham","7 Aug 1969",""
"8130","R Illingworth (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","The Oval","21 Aug 1969",""
"8131","JA Snow (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","The Oval","21 Aug 1969",""
"8132","A Ward (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","The Oval","21 Aug 1969",""
"8133","APE Knott (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","The Oval","21 Aug 1969",""
"8134","GG Arnold (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","The Oval","21 Aug 1969",""
"8135","DL Underwood (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","The Oval","21 Aug 1969",""
"8136","BL D'Oliveira (ENG)","DNB","-","-","-","-","-","4","","v New Zealand","The Oval","21 Aug 1969",""
"8137","HJ Howarth (NZ)","DNB","-","-","-","-","-","3","","v India","Hyderabad (Deccan)","15 Oct 1969",""
"8138","EAS Prasanna (INDIA)","DNB","-","-","-","-","-","4","","v New Zealand","Hyderabad (Deccan)","15 Oct 1969",""
"8139","BS Bedi (INDIA)","DNB","-","-","-","-","-","4","","v New Zealand","Hyderabad (Deccan)","15 Oct 1969",""
"8140","Pervez Sajjad (PAK)","DNB","-","-","-","-","-","3","","v New Zealand","Karachi","24 Oct 1969",""
"8141","Asif Masood (PAK)","DNB","-","-","-","-","-","3","","v New Zealand","Karachi","24 Oct 1969",""
"8142","DR Hadlee (NZ)","DNB","-","-","-","-","-","4","","v Pakistan","Karachi","24 Oct 1969",""
"8143","KJ Wadsworth (NZ)","DNB","-","-","-","-","-","4","","v Pakistan","Karachi","24 Oct 1969",""
"8144","RS Cunis (NZ)","DNB","-","-","-","-","-","4","","v Pakistan","Karachi","24 Oct 1969",""
"8145","HJ Howarth (NZ)","DNB","-","-","-","-","-","4","","v Pakistan","Karachi","24 Oct 1969",""
"8146","KJ Wadsworth (NZ)","DNB","-","-","-","-","-","4","","v Pakistan","Lahore","30 Oct 1969",""
"8147","HJ Howarth (NZ)","DNB","-","-","-","-","-","4","","v Pakistan","Lahore","30 Oct 1969",""
"8148","DR Hadlee (NZ)","DNB","-","-","-","-","-","4","","v Pakistan","Lahore","30 Oct 1969",""
"8149","BR Taylor (NZ)","DNB","-","-","-","-","-","4","","v Pakistan","Lahore","30 Oct 1969",""
"8150","AN Connolly (AUS)","DNB","-","-","-","-","-","4","","v India","Mumbai (BS)","4 Nov 1969",""
"8151","AA Mallett (AUS)","DNB","-","-","-","-","-","4","","v India","Mumbai (BS)","4 Nov 1969",""
"8152","GD McKenzie (AUS)","DNB","-","-","-","-","-","4","","v India","Mumbai (BS)","4 Nov 1969",""
"8153","AP Sheahan (AUS)","DNB","-","-","-","-","-","4","","v India","Mumbai (BS)","4 Nov 1969",""
"8154","JW Gleeson (AUS)","DNB","-","-","-","-","-","4","","v India","Mumbai (BS)","4 Nov 1969",""
"8155","HB Taber (AUS)","DNB","-","-","-","-","-","4","","v India","Mumbai (BS)","4 Nov 1969",""
"8156","IR Redpath (AUS)","DNB","-","-","-","-","-","4","","v India","Mumbai (BS)","4 Nov 1969",""
"8157","Mohammad Nazir (PAK)","DNB","-","-","-","-","-","2","","v New Zealand","Dhaka","8 Nov 1969",""
"8158","Saleem Altaf (PAK)","DNB","-","-","-","-","-","2","","v New Zealand","Dhaka","8 Nov 1969",""
"8159","Pervez Sajjad (PAK)","DNB","-","-","-","-","-","2","","v New Zealand","Dhaka","8 Nov 1969",""
"8160","Saleem Altaf (PAK)","DNB","-","-","-","-","-","4","","v New Zealand","Dhaka","8 Nov 1969",""
"8161","Pervez Sajjad (PAK)","DNB","-","-","-","-","-","4","","v New Zealand","Dhaka","8 Nov 1969",""
"8162","Aftab Baloch (PAK)","DNB","-","-","-","-","-","4","","v New Zealand","Dhaka","8 Nov 1969",""
"8163","Mohammad Nazir (PAK)","DNB","-","-","-","-","-","4","","v New Zealand","Dhaka","8 Nov 1969",""
"8164","Wasim Bari (PAK)","DNB","-","-","-","-","-","4","","v New Zealand","Dhaka","8 Nov 1969",""
"8165","BS Bedi (INDIA)","DNB","-","-","-","-","-","3","","v Australia","Kanpur","15 Nov 1969",""
"8166","EAS Prasanna (INDIA)","DNB","-","-","-","-","-","3","","v Australia","Kanpur","15 Nov 1969",""
"8167","IM Chappell (AUS)","DNB","-","-","-","-","-","4","","v India","Kanpur","15 Nov 1969",""
"8168","IR Redpath (AUS)","DNB","-","-","-","-","-","4","","v India","Kanpur","15 Nov 1969",""
"8169","AA Mallett (AUS)","DNB","-","-","-","-","-","4","","v India","Kanpur","15 Nov 1969",""
"8170","AN Connolly (AUS)","DNB","-","-","-","-","-","4","","v India","Kanpur","15 Nov 1969",""
"8171","AP Sheahan (AUS)","DNB","-","-","-","-","-","4","","v India","Kanpur","15 Nov 1969",""
"8172","GD McKenzie (AUS)","DNB","-","-","-","-","-","4","","v India","Kanpur","15 Nov 1969",""
"8173","JW Gleeson (AUS)","DNB","-","-","-","-","-","4","","v India","Kanpur","15 Nov 1969",""
"8174","HB Taber (AUS)","DNB","-","-","-","-","-","4","","v India","Kanpur","15 Nov 1969",""
"8175","KD Walters (AUS)","DNB","-","-","-","-","-","4","","v India","Kanpur","15 Nov 1969",""
"8176","S Guha (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Delhi","28 Nov 1969",""
"8177","S Venkataraghavan (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Delhi","28 Nov 1969",""
"8178","EAS Prasanna (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Delhi","28 Nov 1969",""
"8179","ED Solkar (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Delhi","28 Nov 1969",""
"8180","MAK Pataudi (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Delhi","28 Nov 1969",""
"8181","AK Roy (INDIA)","DNB","-","-","-","-","-","4","","v Australia","Delhi","28 Nov 1969",""
"8182","IM Chappell (AUS)","DNB","-","-","-","-","-","4","","v India","Kolkata","12 Dec 1969",""
"8183","IR Redpath (AUS)","DNB","-","-","-","-","-","4","","v India","Kolkata","12 Dec 1969",""
"8184","AN Connolly (AUS)","DNB","-","-","-","-","-","4","","v India","Kolkata","12 Dec 1969",""
"8185","AA Mallett (AUS)","DNB","-","-","-","-","-","4","","v India","Kolkata","12 Dec 1969",""
"8186","GD McKenzie (AUS)","DNB","-","-","-","-","-","4","","v India","Kolkata","12 Dec 1969",""
"8187","EW Freeman (AUS)","DNB","-","-","-","-","-","4","","v India","Kolkata","12 Dec 1969",""
"8188","AP Sheahan (AUS)","DNB","-","-","-","-","-","4","","v India","Kolkata","12 Dec 1969",""
"8189","HB Taber (AUS)","DNB","-","-","-","-","-","4","","v India","Kolkata","12 Dec 1969",""
"8190","KD Walters (AUS)","DNB","-","-","-","-","-","4","","v India","Kolkata","12 Dec 1969",""
"8191","BS Bedi (INDIA)","absent","-","-","-","-","-","2","","v Australia","Chennai","24 Dec 1969",""
"8192","AJ Traicos (SA)","DNB","-","-","-","-","-","3","","v Australia","Port Elizabeth","5 Mar 1970",""
"8193","PHJ Trimborn (SA)","DNB","-","-","-","-","-","3","","v Australia","Port Elizabeth","5 Mar 1970",""
"8194","K Shuttleworth (ENG)","DNB","-","-","-","-","-","4","","v Australia","Brisbane","27 Nov 1970",""
"8195","JH Edrich (ENG)","DNB","-","-","-","-","-","4","","v Australia","Brisbane","27 Nov 1970",""
